CHAMPION_NAME,ITEM_NAME,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
VIEGO,Guardian Angel,Legendary,0.0265,0.3333,3.55,30,,,
ZILEAN,Bandlepipes,Legendary,0.5385,0.4286,4.83,15,Locket Of The Iron Solari,Shurelya's Battlesong,Imperial Mandate
GALIO,Elixir Of Sorcery,Consumable,0.02,0,2.00,45,Haunting Guise,Rabadon's Deathcap,Shadowflame
RAKAN,Faerie Charm,Basic,0.0238,1,5.50,5,Glowing Mote,Mercury's Treads,Zeke's Convergence
BRAUM,Boots Of Swiftness,Boots,0.0429,0,1.33,10,Bandlepipes,Kindlegem,Bramble Vest
AATROX,Black Cleaver,Legendary,0.0217,0,4.00,20,Eclipse,,
SION,Plated Steelcaps,Boots,0.4359,0.5294,2.37,15,Unending Despair,Hollow Radiance,"Jak'sho, The Protean"
SIVIR,Zeal,Epic,0.1111,0.2,2.17,15,Infinity Edge,Essence Reaver,Yun Tal Wildarrows
KLED,Long Sword,Basic,0.1,0,1.33,5,Ionian Boots Of Lucidity,Pickaxe,Titanic Hydra
SKARNER,Trinity Force,Legendary,0.5,0,2.00,15,Bandlepipes,Dead Man's Plate,
FIDDLESTICKS,Boots Of Swiftness,Boots,0.0714,0.5,1.10,10,Bandlepipes,Liandry's Torment,Trailblazer
JAYCE,Last Whisper,Epic,0.1111,0.5556,2.51,20,Youmuu's Ghostblade,Opportunity,Edge Of Night
VOLIBEAR,Tear Of The Goddess,Starter,0.0351,0,0.42,5,Kindlegem,Chain Vest,Cloth Armor
NAMI,Null-Magic Mantle,Basic,0.0149,0.5,3.13,25,Ionian Boots Of Lucidity,Ardent Censer,Echoes Of Helia
GANGPLANK,Lord Dominik's Regards,Legendary,0.36,0.7778,2.35,25,Essence Reaver,Infinity Edge,Immortal Shieldbow
CORKI,Null-Magic Mantle,Basic,0.0128,0,1.40,10,Pickaxe,The Collector,Trinity Force
BLITZCRANK,Fiendish Codex,Epic,0.0333,1,2.33,25,Dead Man's Plate,Lost Chapter,
NIDALEE,Redemption,Legendary,0.0938,0.6667,4.11,25,Echoes Of Helia,Locket Of The Iron Solari,Moonstone Renewer
VEX,Sorcerer's Shoes,Boots,0.3684,0.8571,2.93,15,Luden's Companion,Shadowflame,Stormsurge
ZERI,Cloak Of Agility,Basic,0.129,0.25,1.25,15,Yun Tal Wildarrows,Berserker's Greaves,Runaan's Hurricane
VIEGO,Ionian Boots Of Lucidity,Boots,0.0088,0,2.50,30,Immortal Shieldbow,,
TRUNDLE,Dagger,Basic,0.0909,1,0.00,5,Long Sword,Sheen,
TRYNDAMERE,Long Sword,Basic,0.3529,0.3333,1.97,5,Berserker's Greaves,Cloak Of Agility,Ravenous Hydra
MAOKAI,Knight's Vow,Legendary,0.1,1,1.91,30,Bandlepipes,Locket Of The Iron Solari,
SWAIN,Haunting Guise,Epic,0.0909,0.5,3.51,15,Rylai's Crystal Scepter,Zhonya's Hourglass,Blackfire Torch
SHACO,Oracle Lens,Trinket,0.64,0.4375,2.41,5,Youmuu's Ghostblade,Ionian Boots Of Lucidity,The Collector
RELL,Bramble Vest,Epic,0.0682,0.6667,2.53,20,Zeke's Convergence,Bandlepipes,Chain Vest
GRAVES,Boots Of Swiftness,Boots,0.0952,0.5,2.45,20,Lord Dominik's Regards,Immortal Shieldbow,Infinity Edge
NUNU,Abyssal Mask,Legendary,0.0345,1,1.80,30,Dead Man's Plate,Liandry's Torment,
TALIYAH,Blackfire Torch,Legendary,0.4237,0.6,3.70,15,Zhonya's Hourglass,Shadowflame,Rabadon's Deathcap
NAMI,Ardent Censer,Legendary,0.097,0.5385,3.30,25,Imperial Mandate,Dream Maker,Mikael's Blessing
XAYAH,Essence Reaver,Legendary,0.5625,0.6667,3.31,15,Navori Flickerblade,Infinity Edge,Lord Dominik's Regards
SION,Stealth Ward,Trinket,0.1282,0.6,2.28,5,Hollow Radiance,Bramble Vest,Chain Vest
SION,Spirit Visage,Legendary,0.1026,0.5,2.83,35,Unending Despair,Thornmail,Heartsteel
NAAFIRI,Boots Of Swiftness,Boots,0.0159,1,2.75,20,Axiom Arc,Opportunity,Serylda's Grudge
THRESH,Zeke's Convergence,Legendary,0.1552,0.2222,1.96,25,Locket Of The Iron Solari,Protoplasm Harness,Frozen Heart
VARUS,Last Whisper,Epic,0.041,0.6,2.63,25,Edge Of Night,Youmuu's Ghostblade,Bastionbreaker
NILAH,Long Sword,Basic,0.1538,1,1.21,5,Infinity Edge,The Collector,Mercury's Treads
SHYVANA,Oracle Lens,Trinket,0.75,0.3333,1.67,5,Amplifying Tome,Control Ward,Navori Flickerblade
MEL,Luden's Companion,Legendary,0.2353,0.625,2.12,10,Shadowflame,Horizon Focus,Cosmic Drive
SERAPHINE,Stealth Ward,Trinket,0.0313,0,0.00,5,Doran's Ring,Fated Ashes,Ionian Boots Of Lucidity
JARVANIV,Mercury's Treads,Boots,0.3134,0.5238,3.41,20,Sundered Sky,Profane Hydra,Spirit Visage
XINZHAO,Hextech Gunblade,Legendary,0.05,1,8.00,30,Black Cleaver,Sundered Sky,
YONE,Pickaxe,Basic,0.2889,0.3077,1.69,10,Blade Of The Ruined King,Berserker's Greaves,Immortal Shieldbow
AHRI,Oracle Lens,Trinket,0.3913,0.5,3.18,15,Blackfire Torch,Cosmic Drive,Dark Seal
MAOKAI,Null-Magic Mantle,Basic,0.1,0,0.92,15,Ionian Boots Of Lucidity,Kindlegem,Trailblazer
TARIC,Mercury's Treads,Boots,0.2143,0.6667,2.54,10,Locket Of The Iron Solari,Zeke's Convergence,
NAAFIRI,Boots,Boots,0.0794,0,0.27,10,Eclipse,The Brutalizer,Voltaic Cyclosword
JHIN,Null-Magic Mantle,Basic,0.0139,0,5.33,30,Boots Of Swiftness,Infinity Edge,Lord Dominik's Regards
SMOLDER,Spear Of Shojin,Legendary,0.6111,0.5152,2.87,20,Essence Reaver,Rapid Firecannon,Infinity Edge
NAAFIRI,Axiom Arc,Legendary,0.3968,0.6,2.63,20,Profane Hydra,Serylda's Grudge,Voltaic Cyclosword
PANTHEON,Executioner's Calling,Epic,0.075,0.3333,2.24,20,Sundered Sky,Black Cleaver,Eclipse
VEIGAR,Zhonya's Hourglass,Legendary,0.069,0.5,1.75,30,Actualizer,Hextech Rocketbelt,Rabadon's Deathcap
YASUO,Cloak Of Agility,Basic,0.2266,0.4828,1.35,15,Immortal Shieldbow,Blade Of The Ruined King,Kraken Slayer
LEESIN,Boots Of Swiftness,Boots,0.0139,1,5.25,20,Opportunity,Profane Hydra,Serylda's Grudge
AURORA,Luden's Companion,Legendary,0.6818,0.7333,3.26,15,Shadowflame,Rabadon's Deathcap,Stormsurge
MILIO,Dream Maker,Legendary,0.0408,1,3.14,15,Moonstone Renewer,Ardent Censer,Echoes Of Helia
NOCTURNE,Bramble Vest,Epic,0.0667,1,3.33,30,Black Cleaver,Experimental Hexplate,Guardian Angel
ZAC,Haunting Guise,Epic,0.0741,0,2.86,20,Spirit Visage,Thornmail,Hollow Radiance
RENGAR,Plated Steelcaps,Boots,0.0526,0.6667,2.26,15,Profane Hydra,Edge Of Night,Youmuu's Ghostblade
GAREN,Force Of Nature,Legendary,0.0541,1,2.63,30,Mortal Reminder,Phantom Dancer,Stridebreaker
RUMBLE,Seeker's Armguard,Epic,0.1,1,4.88,25,Liandry's Torment,Bloodletter's Curse,Haunting Guise
CORKI,Elixir Of Wrath,Consumable,0.0513,1,4.39,30,Infinity Edge,The Collector,Trinity Force
JHIN,Control Ward,Consumable,0.0278,0,1.52,10,Infinity Edge,Boots Of Swiftness,Doran's Blade
KSANTE,Randuin's Omen,Legendary,0.1471,0.6,2.93,25,Iceborn Gauntlet,Kaenic Rookern,Thornmail
POPPY,Ruby Crystal,Basic,0.1579,0.6667,2.49,5,Boots Of Swiftness,Chain Vest,Winged Moonplate
EKKO,Banshee's Veil,Legendary,0.02,1,4.50,30,Dusk And Dawn,Shadowflame,Rabadon's Deathcap
ORNN,Bramble Vest,Epic,0.2439,0.6,2.25,10,Kaenic Rookern,Sunfire Aegis,Unending Despair
RUMBLE,Bloodletter's Curse,Legendary,0.2667,0.625,1.48,20,Liandry's Torment,Zhonya's Hourglass,Banshee's Veil
AZIR,Amplifying Tome,Basic,0.3077,0.25,1.49,5,Nashor's Tooth,Sorcerer's Shoes,Boots
GALIO,Hextech Rocketbelt,Legendary,0.26,0.5385,3.03,15,Riftmaker,Zhonya's Hourglass,Hollow Radiance
MASTERYI,Steel Sigil,Epic,0.1667,0.6,2.38,30,Guinsoo's Rageblade,Kraken Slayer,Experimental Hexplate
URGOT,Dead Man's Plate,Legendary,0.1176,1,1.92,30,Black Cleaver,Sterak's Gage,
AKALI,Doran's Blade,Starter,0.0161,0,3.20,5,Dark Seal,Hextech Gunblade,Mercury's Treads
RYZE,Control Ward,Consumable,0.0225,0.5,2.23,5,Actualizer,Rod Of Ages,Doran's Ring
YONE,Quicksilver Sash,Epic,0.0444,0.5,2.50,25,Blade Of The Ruined King,Immortal Shieldbow,Infinity Edge
VEIGAR,Blackfire Torch,Legendary,0.0345,0,2.17,15,Hextech Rocketbelt,Rabadon's Deathcap,Void Staff
VEIGAR,Actualizer,Legendary,0.069,1,2.94,30,Rabadon's Deathcap,Rod Of Ages,Void Staff
VI,Doran's Blade,Starter,0.1,0,2.33,5,Boots,Mortal Reminder,Opportunity
PYKE,Cloth Armor,Basic,0.04,0.5,1.63,30,Umbral Glaive,Boots Of Swiftness,Edge Of Night
AURELIONSOL,Cloth Armor,Basic,0.0323,0,0.75,5,Blackfire Torch,Boots,Rylai's Crystal Scepter
KAYN,Death's Dance,Legendary,0.1379,0.5,1.88,25,Voltaic Cyclosword,Black Cleaver,Spear Of Shojin
TRUNDLE,Randuin's Omen,Legendary,0.0909,0,0.78,35,Blade Of The Ruined King,Hullbreaker,Mortal Reminder
SETT,Endless Hunger,Legendary,0.0556,1,2.25,25,Black Cleaver,Stridebreaker,
TARIC,Bramble Vest,Epic,0.0714,0,1.64,35,Frozen Heart,Locket Of The Iron Solari,
IRELIA,Negatron Cloak,Epic,0.0667,0.25,0.86,15,Blade Of The Ruined King,Recurve Bow,Death's Dance
VIEGO,Death's Dance,Legendary,0.0088,0,1.29,25,,,
NUNU,Knight's Vow,Legendary,0.0345,1,4.25,15,Locket Of The Iron Solari,,
EKKO,Hextech Gunblade,Legendary,0.01,0,2.80,30,Dusk And Dawn,Morellonomicon,Rabadon's Deathcap
DRMUNDO,Boots Of Swiftness,Boots,0.6301,0.6739,3.73,15,Heartsteel,Dead Man's Plate,Spirit Visage
KENNEN,Needlessly Large Rod,Basic,0.4857,0.6471,2.48,15,Sorcerer's Shoes,Hextech Gunblade,Hextech Rocketbelt
VOLIBEAR,Control Ward,Consumable,0.0351,1,1.05,20,Dusk And Dawn,Navori Flickerblade,Dead Man's Plate
VIEGO,Hexdrinker,Epic,0.0088,0,3.14,20,,,
ZOE,Ionian Boots Of Lucidity,Boots,0.1212,0.5,1.52,10,Hextech Alternator,Aether Wisp,Horizon Focus
RENGAR,Hextech Alternator,Epic,0.0175,0,0.71,25,Lost Chapter,Malignance,
YONE,Doran's Shield,Starter,0.1111,0.6,2.61,5,Blade Of The Ruined King,Berserker's Greaves,Pickaxe
BRAND,Sorcerer's Shoes,Boots,0.6786,0.3684,1.74,15,Rylai's Crystal Scepter,Liandry's Torment,Blackfire Torch
NUNU,Control Ward,Consumable,0.1034,0.3333,1.86,15,Liandry's Torment,Dark Seal,Frozen Heart
NILAH,Berserker's Greaves,Boots,0.1538,0,2.54,20,Immortal Shieldbow,Infinity Edge,The Collector
ZILEAN,Echoes Of Helia,Legendary,0.0256,0,2.33,25,Blackfire Torch,Imperial Mandate,
PYKE,Serrated Dirk,Epic,0.38,0.3158,2.05,10,Youmuu's Ghostblade,Umbral Glaive,Tunneler
KSANTE,Tear Of The Goddess,Starter,0.0294,0,1.67,15,Bramble Vest,Iceborn Gauntlet,Null-Magic Mantle
DARIUS,Control Ward,Consumable,0.0488,0.5,6.59,5,Sterak's Gage,Boots Of Swiftness,Bramble Vest
MALPHITE,Locket Of The Iron Solari,Legendary,0.0141,0,1.00,35,"Jak'sho, The Protean",Knight's Vow,Sunfire Aegis
RAKAN,Knight's Vow,Legendary,0.0952,0.75,6.09,30,Zeke's Convergence,Locket Of The Iron Solari,Bandlepipes
LUX,Mikael's Blessing,Legendary,0.0256,0,1.20,15,Redemption,Shurelya's Battlesong,
AMBESSA,Last Whisper,Epic,0.0106,1,2.71,20,Bastionbreaker,Eclipse,Opportunity
JAX,Aether Wisp,Epic,0.0139,1,0.50,20,Nashor's Tooth,Sheen,
NAAFIRI,Guardian Angel,Legendary,0.0317,1,4.28,25,Edge Of Night,Opportunity,Voltaic Cyclosword
BARD,Null-Magic Mantle,Basic,0.0513,0.75,11.44,15,Dead Man's Plate,Boots Of Swiftness,Kindlegem
KAISA,Horizon Focus,Legendary,0.0194,0,3.33,25,Actualizer,Blackfire Torch,Cryptbloom
MASTERYI,Control Ward,Consumable,0.0333,0,0.50,15,Cloth Armor,Guinsoo's Rageblade,Kraken Slayer
AKSHAN,Refillable Potion,Consumable,0.0588,0.3333,2.96,5,Doran's Blade,The Collector,Umbral Glaive
KALISTA,Fiendish Codex,Epic,0.0769,0,1.00,25,Guinsoo's Rageblade,Opportunity,
SIVIR,Noonquiver,Epic,0.0667,0.3333,1.46,25,Essence Reaver,Infinity Edge,Last Whisper
KATARINA,Haunting Guise,Epic,0.0179,0,2.50,15,Fiendish Codex,Hextech Gunblade,Liandry's Torment
SMOLDER,Stealth Ward,Trinket,0.1481,0.375,1.25,5,Essence Reaver,Doran's Blade,Spear Of Shojin
KARMA,Glowing Mote,Basic,0.0822,0.3333,2.25,5,Moonstone Renewer,Ionian Boots Of Lucidity,Redemption
CHOGATH,Sunfire Aegis,Legendary,0.05,1,1.10,20,Hextech Rocketbelt,Unending Despair,
AKALI,Steel Sigil,Epic,0.0161,1,8.33,25,Hextech Gunblade,Shadowflame,Stormsurge
ZAC,Mosstomper Seedling,Starter,0.0741,0,1.25,5,Sunfire Aegis,Boots,Bramble Vest
BELVETH,Mercury's Treads,Boots,0.1429,0.6667,3.00,15,Caulfield's Warhammer,Steel Sigil,Yun Tal Wildarrows
NEEKO,Boots,Boots,0.0513,0,1.14,10,Frozen Heart,Hextech Alternator,Hextech Rocketbelt
MISSFORTUNE,Opportunity,Legendary,0.069,0.5,1.83,10,Infinity Edge,Lord Dominik's Regards,Phantom Dancer
RAMMUS,Randuin's Omen,Legendary,0.2,0,2.50,25,Thornmail,"Jak'sho, The Protean",Kaenic Rookern
JARVANIV,Maw Of Malmortius,Legendary,0.0896,0.5,3.78,30,Profane Hydra,Axiom Arc,Death's Dance
AHRI,Rabadon's Deathcap,Legendary,0.2391,0.5455,4.79,30,Blackfire Torch,Cosmic Drive,Shadowflame
ZIGGS,Shadowflame,Legendary,0.7097,0.4091,2.37,20,Luden's Companion,Rabadon's Deathcap,Horizon Focus
LEBLANC,Ionian Boots Of Lucidity,Boots,0.0556,0.5,6.00,10,Banshee's Veil,Hextech Gunblade,Rabadon's Deathcap
MALPHITE,Experimental Hexplate,Legendary,0.0141,1,2.67,25,Bandlepipes,Zeke's Convergence,
RUMBLE,Hextech Rocketbelt,Legendary,0.2333,0.8571,4.76,10,Mejai's Soulstealer,Zhonya's Hourglass,Liandry's Torment
CHOGATH,Doran's Ring,Starter,0.55,0.5455,1.43,5,Riftmaker,Hextech Rocketbelt,Ruby Crystal
RAKAN,Farsight Alteration,Trinket,0.0238,1,5.00,20,Control Ward,Locket Of The Iron Solari,Redemption
TRISTANA,Lord Dominik's Regards,Legendary,0.2769,0.6111,3.56,25,Infinity Edge,Yun Tal Wildarrows,Navori Flickerblade
HECARIM,Ionian Boots Of Lucidity,Boots,0.9474,0.3889,2.91,5,Spear Of Shojin,Black Cleaver,Death's Dance
MILIO,Glowing Mote,Basic,0.1224,0.5,3.20,10,Ionian Boots Of Lucidity,Echoes Of Helia,Amplifying Tome
MALPHITE,Oracle Lens,Trinket,0.3521,0.48,2.65,10,Plated Steelcaps,Sunfire Aegis,Frozen Heart
TALON,Profane Hydra,Legendary,0.129,0.75,2.94,15,Edge Of Night,Serylda's Grudge,Youmuu's Ghostblade
ZED,Maw Of Malmortius,Legendary,0.0323,0.6667,3.23,30,Voltaic Cyclosword,Serylda's Grudge,Axiom Arc
NAAFIRI,Last Whisper,Epic,0.1429,0.3333,1.73,25,Voltaic Cyclosword,Opportunity,Axiom Arc
CAITLYN,Dagger,Basic,0.06,0,0.78,10,Infinity Edge,The Collector,Berserker's Greaves
ILLAOI,Farsight Alteration,Trinket,0.375,0.3333,2.63,10,Spirit Visage,Iceborn Gauntlet,Spear Of Shojin
ORIANNA,Bloodletter's Curse,Legendary,0.0278,1,2.14,25,Blackfire Torch,Rabadon's Deathcap,Shadowflame
KASSADIN,Negatron Cloak,Epic,0.0274,0.5,3.70,25,Force Of Nature,Luden's Companion,Mejai's Soulstealer
LUX,Frozen Heart,Legendary,0.0256,0,5.50,30,Shadowflame,Stormsurge,Zhonya's Hourglass
AATROX,Doran's Shield,Starter,0.2391,0.6364,1.96,5,Long Sword,Mercury's Treads,Spear Of Shojin
KATARINA,Tiamat,Epic,0.0179,1,2.50,15,Blade Of The Ruined King,Death's Dance,Kraken Slayer
ELISE,Fiendish Codex,Epic,0.0256,1,2.80,25,Hextech Alternator,Stormsurge,
MILIO,Oblivion Orb,Epic,0.1224,0.6667,4.13,15,Moonstone Renewer,Echoes Of Helia,Ardent Censer
GNAR,Kaenic Rookern,Legendary,0.04,0,2.75,30,Blade Of The Ruined King,Trinity Force,
SEJUANI,Negatron Cloak,Epic,0.0714,0,1.86,25,Bandlepipes,Protoplasm Harness,Thornmail
SION,Kaenic Rookern,Legendary,0.0769,0.6667,3.06,20,Hollow Radiance,"Jak'sho, The Protean",Randuin's Omen
GWEN,Spectre's Cowl,Epic,0.0128,0,1.56,35,Dusk And Dawn,Nashor's Tooth,Rabadon's Deathcap
AKSHAN,Zeal,Epic,0.0392,1,2.61,25,Infinity Edge,Mortal Reminder,Statikk Shiv
SYNDRA,Sorcerer's Shoes,Boots,0.1967,0.5,1.84,15,Luden's Companion,Shadowflame,Rabadon's Deathcap
EZREAL,Hexoptics C44,Legendary,0.0154,0,0.60,25,Essence Reaver,Voltaic Cyclosword,
REKSAI,Heartsteel,Legendary,0.0313,1,22.00,20,Titanic Hydra,,
RUMBLE,Refillable Potion,Consumable,0.1333,0.5,1.39,10,Liandry's Torment,Bloodletter's Curse,Dark Seal
BELVETH,Death's Dance,Legendary,0.1905,0.75,2.15,20,Kraken Slayer,Black Cleaver,Bloodthirster
EZREAL,Last Whisper,Epic,0.1231,0.375,3.54,25,Spear Of Shojin,Essence Reaver,Trinity Force
GWEN,Plated Steelcaps,Boots,0.1923,0.4667,1.94,15,Dusk And Dawn,Nashor's Tooth,Riftmaker
MORGANA,Doran's Ring,Starter,0.0769,0,0.67,5,Blackfire Torch,Haunting Guise,Ionian Boots Of Lucidity
JARVANIV,Serpent's Fang,Legendary,0.0597,0.25,2.91,35,Profane Hydra,Axiom Arc,Sundered Sky
NUNU,Sorcerer's Shoes,Boots,0.069,0.5,3.23,15,Chain Vest,Hextech Rocketbelt,Liandry's Torment
GNAR,Warden's Mail,Epic,0.04,1,1.25,30,Black Cleaver,Giant's Belt,Trinity Force
AMUMU,Locket Of The Iron Solari,Legendary,0.25,0.5,2.42,20,Abyssal Mask,Bandlepipes,Zeke's Convergence
AKSHAN,Pickaxe,Basic,0.1176,0.5,1.94,5,Umbral Glaive,Berserker's Greaves,Serpent's Fang
GANGPLANK,Bramble Vest,Epic,0.04,0,0.22,5,Essence Reaver,,
HWEI,Amplifying Tome,Basic,0.1364,1,1.14,5,Blackfire Torch,Horizon Focus,Shadowflame
NAAFIRI,Pickaxe,Basic,0.0476,0.6667,2.57,5,Voltaic Cyclosword,Opportunity,Axiom Arc
APHELIOS,Control Ward,Consumable,0.043,0.75,3.79,10,Infinity Edge,Doran's Blade,Cloak Of Agility
RUMBLE,Boots Of Swiftness,Boots,0.1667,0.4,3.64,15,Liandry's Torment,Bloodletter's Curse,Fiendish Codex
JINX,Cull,Starter,0.0735,0,0.95,5,Doran's Blade,Yun Tal Wildarrows,B. F. Sword
YUUMI,Dream Maker,Legendary,0.0345,1,4.71,15,Dawncore,Echoes Of Helia,Mikael's Blessing
YUNARA,Bloodthirster,Legendary,0.0732,0.5,2.42,30,Fiendhunter Bolts,Kraken Slayer,Infinity Edge
DRMUNDO,Randuin's Omen,Legendary,0.0548,0.75,1.56,20,Heartsteel,Dead Man's Plate,Spirit Visage
JAYCE,Endless Hunger,Legendary,0.0123,0,4.83,30,Bastionbreaker,Edge Of Night,Serylda's Grudge
KARTHUS,Mejai's Soulstealer,Legendary,0.0238,1,2.18,25,Blackfire Torch,Liandry's Torment,Void Staff
KSANTE,Cloth Armor,Basic,0.3529,0.4167,2.16,5,Iceborn Gauntlet,Plated Steelcaps,Mercury's Treads
CHOGATH,Doran's Shield,Starter,0.1,0,1.42,5,Boots Of Swiftness,Cloth Armor,Force Of Nature
VIKTOR,Bloodletter's Curse,Legendary,0.0278,0,3.40,25,Liandry's Torment,Rod Of Ages,
RIVEN,Glowing Mote,Basic,0.027,1,3.67,5,Death's Dance,Eclipse,Ionian Boots Of Lucidity
LEONA,Glowing Mote,Basic,0.0182,0,1.86,5,Abyssal Mask,Locket Of The Iron Solari,Mercury's Treads
KARTHUS,Oblivion Orb,Epic,0.1429,0.3333,1.60,25,Blackfire Torch,Liandry's Torment,Rabadon's Deathcap
DARIUS,Boots,Boots,0.0244,0,0.38,5,Negatron Cloak,Stridebreaker,
HWEI,Elixir Of Sorcery,Consumable,0.0455,1,4.00,45,Blackfire Torch,Liandry's Torment,Rabadon's Deathcap
FIDDLESTICKS,Morellonomicon,Legendary,0.0357,1,8.33,25,Hextech Rocketbelt,Zhonya's Hourglass,
KAYN,Umbral Glaive,Legendary,0.069,1,1.20,10,Edge Of Night,Axiom Arc,Mortal Reminder
KALISTA,Long Sword,Basic,0.0769,1,0.73,10,Guinsoo's Rageblade,Nashor's Tooth,Wit's End
SERAPHINE,Fiendish Codex,Epic,0.0938,1,5.32,20,Echoes Of Helia,Forbidden Idol,
CASSIOPEIA,Blighting Jewel,Epic,0.0385,1,2.20,25,Rod Of Ages,Rylai's Crystal Scepter,
CASSIOPEIA,Boots Of Swiftness,Boots,0.2308,0.6667,1.60,15,Rod Of Ages,Rylai's Crystal Scepter,Fated Ashes
SHEN,Ionian Boots Of Lucidity,Boots,0.175,0.4286,4.12,20,Titanic Hydra,Kindlegem,Bramble Vest
YUUMI,Ardent Censer,Legendary,0.2414,0.5714,9.02,25,Moonstone Renewer,Mikael's Blessing,Imperial Mandate
SYLAS,Oblivion Orb,Epic,0.0213,0.5,1.56,15,Haunting Guise,Hextech Rocketbelt,Riftmaker
TEEMO,Oracle Lens,Trinket,0.1429,0,0.80,5,Dark Seal,Glowing Mote,Malignance
FIORA,Steel Sigil,Epic,0.1795,0.8571,2.15,25,Ravenous Hydra,Trinity Force,Caulfield's Warhammer
KLED,Mercury's Treads,Boots,0.2,1,3.67,20,Black Cleaver,Eclipse,Hullbreaker
DRMUNDO,Bami's Cinder,Epic,0.0137,1,1.22,35,Kaenic Rookern,Spirit Visage,Unending Despair
DRMUNDO,Warden's Mail,Epic,0.0137,1,1.00,25,Dead Man's Plate,Heartsteel,Spirit Visage
FIORA,Bloodthirster,Legendary,0.0256,1,3.80,40,Death's Dance,Ravenous Hydra,Spear Of Shojin
AMBESSA,Tunneler,Epic,0.0745,0.2857,1.55,15,Profane Hydra,Eclipse,Voltaic Cyclosword
LUX,Farsight Alteration,Trinket,0.4103,0.5,3.69,15,Stormsurge,Malignance,Needlessly Large Rod
SHACO,Boots,Boots,0.08,0.5,2.25,5,The Collector,Youmuu's Ghostblade,Infinity Edge
SAMIRA,Pickaxe,Basic,0.04,1,2.20,5,Infinity Edge,Noonquiver,The Collector
TALIYAH,Control Ward,Consumable,0.2203,0.5385,2.88,15,Blackfire Torch,Liandry's Torment,Dark Seal
VELKOZ,Tear Of The Goddess,Starter,0.0294,1,6.00,10,Horizon Focus,Ionian Boots Of Lucidity,
ZYRA,Zhonya's Hourglass,Legendary,0.2105,1,3.66,20,Liandry's Torment,Banshee's Veil,Cryptbloom
BARD,Bloodletter's Curse,Legendary,0.0128,1,1.13,25,Dead Man's Plate,,
SMOLDER,Scout's Slingshot,Epic,0.0741,0,1.27,20,Essence Reaver,Spear Of Shojin,Zeal
SYLAS,Ruby Crystal,Basic,0.0426,0,0.82,10,Hextech Rocketbelt,Mercury's Treads,Abyssal Mask
ZED,Mortal Reminder,Legendary,0.0215,0,2.37,25,Axiom Arc,Bastionbreaker,Edge Of Night
RAKAN,Aether Wisp,Epic,0.0238,0,3.20,20,Bandlepipes,Fiendish Codex,Locket Of The Iron Solari
AATROX,Oracle Lens,Trinket,0.3696,0.3529,1.60,10,Sundered Sky,Plated Steelcaps,Voltaic Cyclosword
MISSFORTUNE,Lord Dominik's Regards,Legendary,0.3448,0.8,2.51,25,The Collector,Youmuu's Ghostblade,Infinity Edge
SWAIN,Ruby Crystal,Basic,0.0455,0.5,2.63,15,Malignance,Amplifying Tome,Boots Of Swiftness
ZAC,Farsight Alteration,Trinket,0.0741,0.5,2.16,15,Dark Seal,Mercury's Treads,Spirit Visage
GWEN,Zhonya's Hourglass,Legendary,0.1154,0.3333,1.88,30,Dusk And Dawn,Nashor's Tooth,Rabadon's Deathcap
GRAVES,Mercury's Treads,Boots,0.381,0.375,2.25,30,Lord Dominik's Regards,The Collector,Youmuu's Ghostblade
JAX,Null-Magic Mantle,Basic,0.0278,0.5,1.00,10,Trinity Force,Boots,Long Sword
HECARIM,Hexdrinker,Epic,0.0526,0,2.25,25,Endless Hunger,Spear Of Shojin,Warden's Mail
NAAFIRI,Serylda's Grudge,Legendary,0.3651,0.6087,2.65,25,Axiom Arc,Profane Hydra,Voltaic Cyclosword
TRYNDAMERE,Cloak Of Agility,Basic,0.2353,0.25,1.36,20,Berserker's Greaves,Long Sword,Essence Reaver
YONE,Mercury's Treads,Boots,0.0222,0,1.38,15,Death's Dance,Lord Dominik's Regards,Phantom Dancer
TALON,Opportunity,Legendary,0.2581,0.625,3.12,25,Youmuu's Ghostblade,Umbral Glaive,Serylda's Grudge
MEL,Sorcerer's Shoes,Boots,0.2941,0.5,4.47,15,Rabadon's Deathcap,Shadowflame,Stormsurge
PANTHEON,Boots,Boots,0.2,0.25,1.28,10,Eclipse,Serpent's Fang,Youmuu's Ghostblade
NUNU,Glacial Buckler,Epic,0.0345,1,1.38,25,Bramble Vest,Liandry's Torment,Warden's Mail
GWEN,Lich Bane,Legendary,0.0641,0.4,1.06,10,Rabadon's Deathcap,Actualizer,Malignance
MORDEKAISER,Spirit Visage,Legendary,0.0455,1,4.25,30,Experimental Hexplate,Mejai's Soulstealer,Riftmaker
TALIYAH,Dark Seal,Starter,0.2542,0.4667,2.96,5,Blackfire Torch,Sorcerer's Shoes,Shadowflame
SENNA,Rapid Firecannon,Legendary,0.2619,0.4545,2.40,25,Black Cleaver,Infinity Edge,Blade Of The Ruined King
RYZE,Frozen Heart,Legendary,0.0225,0,1.74,30,Rod Of Ages,Rabadon's Deathcap,Void Staff
RELL,Plated Steelcaps,Boots,0.3636,0.375,3.59,15,Zeke's Convergence,Locket Of The Iron Solari,Kindlegem
